created_at,full_text,labeling,corrected_text,stop_word,tokenize
2025-10-18T03:42:48.000Z,wd berapapun pasti dibayar main koi gate pola gacor malam ini x manual x auto gas mahjong maxwin slotgacorhariini,positif,penarikan dana berapapun pasti dibayar main koi gate pola menang terus malam ini x manual x auto gas mahjong maxwin slotgacorhariini,penarikan dana berapapun dibayar main koi gate pola menang terus malam x manual x auto gas mahjong maxwin slotgacorhariini,"['penarikan', 'dana', 'berapapun', 'dibayar', 'main', 'koi', 'gate', 'pola', 'menang', 'terus', 'malam', 'x', 'manual', 'x', 'auto', 'gas', 'mahjong', 'maxwin', 'slotgacorhariini']"
2025-10-18T03:52:09.000Z,bonus new member main mahjong ways depo k main sepuasnya daftar sekarang mahjong rtplive,positif,bonus new member main mahjong ways setoran dana k main sepuasnya daftar sekarang mahjong rtplive,bonus new member main mahjong ways setoran dana k main sepuasnya daftar sekarang mahjong rtplive,"['bonus', 'new', 'member', 'main', 'mahjong', 'ways', 'setoran', 'dana', 'k', 'main', 'sepuasnya', 'daftar', 'sekarang', 'mahjong', 'rtplive']"
2025-10-18T04:17:30.000Z,info rtp live terupdate main koi gate scatter turun terus link alternatif rungkad,positif,informasi rtp live terupdate main koi gate simbol menang turun terus tautan alternatif rungkad,informasi rtp live terupdate main koi gate simbol menang turun terus tautan alternatif rungkad,"['informasi', 'rtp', 'live', 'terupdate', 'main', 'koi', 'gate', 'simbol', 'menang', 'turun', 'terus', 'tautan', 'alternatif', 'rungkad']"
2025-10-18T04:18:43.000Z,wd berapapun pasti dibayar main gates of olympus pola gacor malam ini x manual x auto daftar sekarang rtplive stopjudionline pinjol,positif,penarikan dana berapapun pasti dibayar main gates of olympus pola menang terus malam ini x manual x auto daftar sekarang rtplive stopjudionline pinjaman online,penarikan dana berapapun dibayar main gates of olympus pola menang terus malam x manual x auto daftar sekarang rtplive stopjudionline pinjaman online,"['penarikan', 'dana', 'berapapun', 'dibayar', 'main', 'gates', 'of', 'olympus', 'pola', 'menang', 'terus', 'malam', 'x', 'manual', 'x', 'auto', 'daftar', 'sekarang', 'rtplive', 'stopjudionline', 'pinjaman', 'online']"
2025-10-18T05:54:22.000Z,maxwin menanti main starlight princess depo k main sepuasnya daftar sekarang stopjudionline rungkad,positif,maxwin menanti main starlight princess setoran dana k main sepuasnya daftar sekarang stopjudionline rungkad,maxwin menanti main starlight princess setoran dana k main sepuasnya daftar sekarang stopjudionline rungkad,"['maxwin', 'menanti', 'main', 'starlight', 'princess', 'setoran', 'dana', 'k', 'main', 'sepuasnya', 'daftar', 'sekarang', 'stopjudionline', 'rungkad']"
2025-10-18T06:02:27.000Z,tolol emang yang main judol,netral,tolol emang yang main judi online,tolol emang main judi online,"['tolol', 'emang', 'main', 'judi', 'online']"
2025-10-18T06:59:09.000Z,adik kelas sampe jual motor buat scatter bangsat emang,negatif,adik kelas sampe jual motor buat simbol menang bangsat emang,adik kelas jual motor buat simbol menang bangsat emang,"['adik', 'kelas', 'jual', 'motor', 'buat', 'simbol', 'menang', 'bangsat', 'emang']"
2025-10-18T07:28:50.000Z,temen gw gila main scatter bikin emosi,negatif,temen saya gila main simbol menang bikin emosi,temen saya gila main simbol menang bikin emosi,"['temen', 'saya', 'gila', 'main', 'simbol', 'menang', 'bikin', 'emosi']"
2025-10-18T10:15:37.000Z,info rtp live terupdate main koi gate scatter turun terus link alternatif judionline slotgacor mahjong judionline,positif,informasi rtp live terupdate main koi gate simbol menang turun terus tautan alternatif judionline slotgacor mahjong judionline,informasi rtp live terupdate main koi gate simbol menang turun terus tautan alternatif judionline slotgacor mahjong judionline,"['informasi', 'rtp', 'live', 'terupdate', 'main', 'koi', 'gate', 'simbol', 'menang', 'turun', 'terus', 'tautan', 'alternatif', 'judionline', 'slotgacor', 'mahjong', 'judionline']"
2025-10-18T10:44:34.000Z,gacor parah bosku main koi gate rtp anti rungkad klik link di bio stopjudionline slotgacorhariini judionline slotgacor,positif,menang terus parah bosku main koi gate rtp anti rungkad klik tautan di biografi stopjudionline slotgacorhariini judionline slotgacor,menang terus parah bosku main koi gate rtp anti rungkad klik tautan biografi stopjudionline slotgacorhariini judionline slotgacor,"['menang', 'terus', 'parah', 'bosku', 'main', 'koi', 'gate', 'rtp', 'anti', 'rungkad', 'klik', 'tautan', 'biografi', 'stopjudionline', 'slotgacorhariini', 'judionline', 'slotgacor']"
2025-10-18T13:37:35.000Z,ppatk temukan aliran dana triliunan terkait sindikat judol internasional selengkapnya,netral,ppatk temukan aliran dana triliunan terkait sindikat judi online internasional selengkapnya,ppatk temukan aliran dana triliunan terkait sindikat judi online internasional selengkapnya,"['ppatk', 'temukan', 'aliran', 'dana', 'triliunan', 'terkait', 'sindikat', 'judi', 'online', 'internasional', 'selengkapnya']"
2025-10-18T13:40:17.000Z,info rtp live terupdate main mahjong ways depo k main sepuasnya klik link di bio rtplive stopjudionline pinjol rungkad,positif,informasi rtp live terupdate main mahjong ways setoran dana k main sepuasnya klik tautan di biografi rtplive stopjudionline pinjaman online rungkad,informasi rtp live terupdate main mahjong ways setoran dana k main sepuasnya klik tautan biografi rtplive stopjudionline pinjaman online rungkad,"['informasi', 'rtp', 'live', 'terupdate', 'main', 'mahjong', 'ways', 'setoran', 'dana', 'k', 'main', 'sepuasnya', 'klik', 'tautan', 'biografi', 'rtplive', 'stopjudionline', 'pinjaman', 'online', 'rungkad']"
2025-10-18T14:09:39.000Z,tolol emang yang main judol,netral,tolol emang yang main judi online,tolol emang main judi online,"['tolol', 'emang', 'main', 'judi', 'online']"
2025-10-18T14:13:02.000Z,maxwin menanti main gates of olympus depo k main sepuasnya klik link di bio judionline rungkad stopjudionline mahjong,positif,maxwin menanti main gates of olympus setoran dana k main sepuasnya klik tautan di biografi judionline rungkad stopjudionline mahjong,maxwin menanti main gates of olympus setoran dana k main sepuasnya klik tautan biografi judionline rungkad stopjudionline mahjong,"['maxwin', 'menanti', 'main', 'gates', 'of', 'olympus', 'setoran', 'dana', 'k', 'main', 'sepuasnya', 'klik', 'tautan', 'biografi', 'judionline', 'rungkad', 'stopjudionline', 'mahjong']"
2025-10-18T14:45:21.000Z,gacor parah bosku main sweet bonanza depo k main sepuasnya klik link di bio slotgacor slotgacor pinjol,positif,menang terus parah bosku main sweet bonanza setoran dana k main sepuasnya klik tautan di biografi slotgacor slotgacor pinjaman online,menang terus parah bosku main sweet bonanza setoran dana k main sepuasnya klik tautan biografi slotgacor slotgacor pinjaman online,"['menang', 'terus', 'parah', 'bosku', 'main', 'sweet', 'bonanza', 'setoran', 'dana', 'k', 'main', 'sepuasnya', 'klik', 'tautan', 'biografi', 'slotgacor', 'slotgacor', 'pinjaman', 'online']"
2025-10-18T15:21:06.000Z,gw ketagihan judi onlen asli sedih liatnya,negatif,saya ketagihan judi onlen asli sedih liatnya,saya ketagihan judi onlen asli sedih liatnya,"['saya', 'ketagihan', 'judi', 'onlen', 'asli', 'sedih', 'liatnya']"
2025-10-18T15:35:37.000Z,bonus new member main mahjong ways pola gacor malam ini x manual x auto link alternatif pinjol rungkad,positif,bonus new member main mahjong ways pola menang terus malam ini x manual x auto tautan alternatif pinjaman online rungkad,bonus new member main mahjong ways pola menang terus malam x manual x auto tautan alternatif pinjaman online rungkad,"['bonus', 'new', 'member', 'main', 'mahjong', 'ways', 'pola', 'menang', 'terus', 'malam', 'x', 'manual', 'x', 'auto', 'tautan', 'alternatif', 'pinjaman', 'online', 'rungkad']"
2025-10-18T15:42:37.000Z,info terkini kominfo memblokir ratusan situs situs slot selengkapnya,netral,informasi terkini kominfo memblokir ratusan situs situs permainan selengkapnya,informasi terkini kominfo memblokir ratusan situs situs permainan selengkapnya,"['informasi', 'terkini', 'kominfo', 'memblokir', 'ratusan', 'situs', 'situs', 'permainan', 'selengkapnya']"
2025-10-18T17:54:37.000Z,breaking polisi berhasil menggerebek markas situs slot selengkapnya,netral,breaking polisi berhasil menggerebek markas situs permainan selengkapnya,breaking polisi berhasil menggerebek markas situs permainan selengkapnya,"['breaking', 'polisi', 'berhasil', 'menggerebek', 'markas', 'situs', 'permainan', 'selengkapnya']"
2025-10-18T19:23:15.000Z,wd berapapun pasti dibayar main gates of olympus pola gacor malam ini x manual x auto gas pinjol judionline slotgacorhariini slotgacor,positif,penarikan dana berapapun pasti dibayar main gates of olympus pola menang terus malam ini x manual x auto gas pinjaman online judionline slotgacorhariini slotgacor,penarikan dana berapapun dibayar main gates of olympus pola menang terus malam x manual x auto gas pinjaman online judionline slotgacorhariini slotgacor,"['penarikan', 'dana', 'berapapun', 'dibayar', 'main', 'gates', 'of', 'olympus', 'pola', 'menang', 'terus', 'malam', 'x', 'manual', 'x', 'auto', 'gas', 'pinjaman', 'online', 'judionline', 'slotgacorhariini', 'slotgacor']"
2025-10-18T19:42:45.000Z,main sweet bonanza rtp anti rungkad link alternatif mahjong pinjol rtplive judionline,positif,main sweet bonanza rtp anti rungkad tautan alternatif mahjong pinjaman online rtplive judionline,main sweet bonanza rtp anti rungkad tautan alternatif mahjong pinjaman online rtplive judionline,"['main', 'sweet', 'bonanza', 'rtp', 'anti', 'rungkad', 'tautan', 'alternatif', 'mahjong', 'pinjaman', 'online', 'rtplive', 'judionline']"
2025-10-18T20:21:52.000Z,malah promosi,netral,malah promosi,promosi,['promosi']
2025-10-18T22:17:18.000Z,tolol emang yang main judol,netral,tolol emang yang main judi online,tolol emang main judi online,"['tolol', 'emang', 'main', 'judi', 'online']"
2025-10-18T22:20:22.000Z,bonus new member main sweet bonanza depo k main sepuasnya link alternatif stopjudionline judionline pinjol pinjol,positif,bonus new member main sweet bonanza setoran dana k main sepuasnya tautan alternatif stopjudionline judionline pinjaman online pinjaman online,bonus new member main sweet bonanza setoran dana k main sepuasnya tautan alternatif stopjudionline judionline pinjaman online pinjaman online,"['bonus', 'new', 'member', 'main', 'sweet', 'bonanza', 'setoran', 'dana', 'k', 'main', 'sepuasnya', 'tautan', 'alternatif', 'stopjudionline', 'judionline', 'pinjaman', 'online', 'pinjaman', 'online']"
2025-10-19T01:50:47.000Z,wkwkwk slot terus,netral,wkwkwk permainan terus,wkwkwk permainan terus,"['wkwkwk', 'permainan', 'terus']"
2025-10-19T05:03:38.000Z,temen gw terlilit pinjol gara slot kapan sadarnya sih,negatif,temen saya terlilit pinjaman online gara permainan kapan sadarnya sih,temen saya terlilit pinjaman online gara permainan kapan sadarnya,"['temen', 'saya', 'terlilit', 'pinjaman', 'online', 'gara', 'permainan', 'kapan', 'sadarnya']"
2025-10-19T06:08:36.000Z,gw gila main slot bikin emosi,negatif,saya gila main permainan bikin emosi,saya gila main permainan bikin emosi,"['saya', 'gila', 'main', 'permainan', 'bikin', 'emosi']"
2025-10-19T07:22:05.000Z,gacor parah bosku main sweet bonanza rtp anti rungkad link alternatif rtplive,positif,menang terus parah bosku main sweet bonanza rtp anti rungkad tautan alternatif rtplive,menang terus parah bosku main sweet bonanza rtp anti rungkad tautan alternatif rtplive,"['menang', 'terus', 'parah', 'bosku', 'main', 'sweet', 'bonanza', 'rtp', 'anti', 'rungkad', 'tautan', 'alternatif', 'rtplive']"
2025-10-19T09:14:37.000Z,report aja akun bot,netral,report saja akun bot,report akun bot,"['report', 'akun', 'bot']"
2025-10-19T09:26:24.000Z,wkwkwk slot terus,netral,wkwkwk permainan terus,wkwkwk permainan terus,"['wkwkwk', 'permainan', 'terus']"
2025-10-19T11:14:10.000Z,gacor parah bosku main starlight princess rtp anti rungkad klik link di bio zeus stopjudionline slotgacor,positif,menang terus parah bosku main starlight princess rtp anti rungkad klik tautan di biografi zeus stopjudionline slotgacor,menang terus parah bosku main starlight princess rtp anti rungkad klik tautan biografi zeus stopjudionline slotgacor,"['menang', 'terus', 'parah', 'bosku', 'main', 'starlight', 'princess', 'rtp', 'anti', 'rungkad', 'klik', 'tautan', 'biografi', 'zeus', 'stopjudionline', 'slotgacor']"
2025-10-19T12:33:15.000Z,adik kelas gila main slot keluarga berantakan,negatif,adik kelas gila main permainan keluarga berantakan,adik kelas gila main permainan keluarga berantakan,"['adik', 'kelas', 'gila', 'main', 'permainan', 'keluarga', 'berantakan']"
2025-10-19T13:17:21.000Z,ppatk temukan aliran dana triliunan terkait situs slot kunjungi,netral,ppatk temukan aliran dana triliunan terkait situs permainan kunjungi,ppatk temukan aliran dana triliunan terkait situs permainan kunjungi,"['ppatk', 'temukan', 'aliran', 'dana', 'triliunan', 'terkait', 'situs', 'permainan', 'kunjungi']"
2025-10-19T15:55:15.000Z,wkwkwk slot terus,netral,wkwkwk permainan terus,wkwkwk permainan terus,"['wkwkwk', 'permainan', 'terus']"
2025-10-19T16:19:05.000Z,wd berapapun pasti dibayar main koi gate pola gacor malam ini x manual x auto gas maxwin stopjudionline rungkad,positif,penarikan dana berapapun pasti dibayar main koi gate pola menang terus malam ini x manual x auto gas maxwin stopjudionline rungkad,penarikan dana berapapun dibayar main koi gate pola menang terus malam x manual x auto gas maxwin stopjudionline rungkad,"['penarikan', 'dana', 'berapapun', 'dibayar', 'main', 'koi', 'gate', 'pola', 'menang', 'terus', 'malam', 'x', 'manual', 'x', 'auto', 'gas', 'maxwin', 'stopjudionline', 'rungkad']"
2025-10-19T21:11:21.000Z,main koi gate rtp anti rungkad gas stopjudionline stopjudionline,positif,main koi gate rtp anti rungkad gas stopjudionline stopjudionline,main koi gate rtp anti rungkad gas stopjudionline stopjudionline,"['main', 'koi', 'gate', 'rtp', 'anti', 'rungkad', 'gas', 'stopjudionline', 'stopjudionline']"
2025-10-19T21:28:50.000Z,bonus new member main starlight princess scatter turun terus link alternatif rungkad rungkad rungkad stopjudionline,positif,bonus new member main starlight princess simbol menang turun terus tautan alternatif rungkad rungkad rungkad stopjudionline,bonus new member main starlight princess simbol menang turun terus tautan alternatif rungkad rungkad rungkad stopjudionline,"['bonus', 'new', 'member', 'main', 'starlight', 'princess', 'simbol', 'menang', 'turun', 'terus', 'tautan', 'alternatif', 'rungkad', 'rungkad', 'rungkad', 'stopjudionline']"
2025-10-19T23:27:51.000Z,main gates of olympus depo k main sepuasnya gas rungkad slotgacorhariini slotgacor pinjol,positif,main gates of olympus setoran dana k main sepuasnya gas rungkad slotgacorhariini slotgacor pinjaman online,main gates of olympus setoran dana k main sepuasnya gas rungkad slotgacorhariini slotgacor pinjaman online,"['main', 'gates', 'of', 'olympus', 'setoran', 'dana', 'k', 'main', 'sepuasnya', 'gas', 'rungkad', 'slotgacorhariini', 'slotgacor', 'pinjaman', 'online']"
2025-10-20T02:00:38.000Z,adik kelas ketagihan judi onlen skrg diusir dari kosan,negatif,adik kelas ketagihan judi onlen sekarang diusir dari kosan,adik kelas ketagihan judi onlen sekarang diusir kosan,"['adik', 'kelas', 'ketagihan', 'judi', 'onlen', 'sekarang', 'diusir', 'kosan']"
2025-10-20T11:25:18.000Z,main sweet bonanza pola gacor malam ini x manual x auto gas pinjol judionline zeus,positif,main sweet bonanza pola menang terus malam ini x manual x auto gas pinjaman online judionline zeus,main sweet bonanza pola menang terus malam x manual x auto gas pinjaman online judionline zeus,"['main', 'sweet', 'bonanza', 'pola', 'menang', 'terus', 'malam', 'x', 'manual', 'x', 'auto', 'gas', 'pinjaman', 'online', 'judionline', 'zeus']"
2025-10-20T12:07:51.000Z,wd berapapun pasti dibayar main sweet bonanza scatter turun terus daftar sekarang maxwin slotgacorhariini slotgacorhariini,positif,penarikan dana berapapun pasti dibayar main sweet bonanza simbol menang turun terus daftar sekarang maxwin slotgacorhariini slotgacorhariini,penarikan dana berapapun dibayar main sweet bonanza simbol menang turun terus daftar sekarang maxwin slotgacorhariini slotgacorhariini,"['penarikan', 'dana', 'berapapun', 'dibayar', 'main', 'sweet', 'bonanza', 'simbol', 'menang', 'turun', 'terus', 'daftar', 'sekarang', 'maxwin', 'slotgacorhariini', 'slotgacorhariini']"
2025-10-20T12:52:50.000Z,gw ketagihan slot asli sedih liatnya,negatif,saya ketagihan permainan asli sedih liatnya,saya ketagihan permainan asli sedih liatnya,"['saya', 'ketagihan', 'permainan', 'asli', 'sedih', 'liatnya']"
2025-10-20T15:48:37.000Z,maxwin menanti main koi gate pola gacor malam ini x manual x auto gas rtplive rtplive stopjudionline,positif,maxwin menanti main koi gate pola menang terus malam ini x manual x auto gas rtplive rtplive stopjudionline,maxwin menanti main koi gate pola menang terus malam x manual x auto gas rtplive rtplive stopjudionline,"['maxwin', 'menanti', 'main', 'koi', 'gate', 'pola', 'menang', 'terus', 'malam', 'x', 'manual', 'x', 'auto', 'gas', 'rtplive', 'rtplive', 'stopjudionline']"
2025-10-20T19:36:21.000Z,adik kelas terlilit pinjol gara judol asli sedih liatnya,negatif,adik kelas terlilit pinjaman online gara judi online asli sedih liatnya,adik kelas terlilit pinjaman online gara judi online asli sedih liatnya,"['adik', 'kelas', 'terlilit', 'pinjaman', 'online', 'gara', 'judi', 'online', 'asli', 'sedih', 'liatnya']"
2025-10-20T20:42:02.000Z,laki gw sampe jual motor buat slot skrg diusir dari kosan,negatif,laki saya sampe jual motor buat permainan sekarang diusir dari kosan,laki saya jual motor buat permainan sekarang diusir kosan,"['laki', 'saya', 'jual', 'motor', 'buat', 'permainan', 'sekarang', 'diusir', 'kosan']"
2025-10-20T23:36:20.000Z,info rtp live terupdate main starlight princess rtp anti rungkad gas rungkad slotgacorhariini,positif,informasi rtp live terupdate main starlight princess rtp anti rungkad gas rungkad slotgacorhariini,informasi rtp live terupdate main starlight princess rtp anti rungkad gas rungkad slotgacorhariini,"['informasi', 'rtp', 'live', 'terupdate', 'main', 'starlight', 'princess', 'rtp', 'anti', 'rungkad', 'gas', 'rungkad', 'slotgacorhariini']"
2025-10-21T00:23:55.000Z,gacor parah bosku main starlight princess scatter turun terus klik link di bio slotgacorhariini stopjudionline rtplive judionline,positif,menang terus parah bosku main starlight princess simbol menang turun terus klik tautan di biografi slotgacorhariini stopjudionline rtplive judionline,menang terus parah bosku main starlight princess simbol menang turun terus klik tautan biografi slotgacorhariini stopjudionline rtplive judionline,"['menang', 'terus', 'parah', 'bosku', 'main', 'starlight', 'princess', 'simbol', 'menang', 'turun', 'terus', 'klik', 'tautan', 'biografi', 'slotgacorhariini', 'stopjudionline', 'rtplive', 'judionline']"
2025-10-21T01:06:33.000Z,polisi berhasil menggerebek markas judi online selengkapnya,netral,polisi berhasil menggerebek markas judi online selengkapnya,polisi berhasil menggerebek markas judi online selengkapnya,"['polisi', 'berhasil', 'menggerebek', 'markas', 'judi', 'online', 'selengkapnya']"
2025-10-21T02:01:42.000Z,bonus new member main sweet bonanza depo k main sepuasnya klik link di bio rungkad slotgacorhariini mahjong pinjol,positif,bonus new member main sweet bonanza setoran dana k main sepuasnya klik tautan di biografi rungkad slotgacorhariini mahjong pinjaman online,bonus new member main sweet bonanza setoran dana k main sepuasnya klik tautan biografi rungkad slotgacorhariini mahjong pinjaman online,"['bonus', 'new', 'member', 'main', 'sweet', 'bonanza', 'setoran', 'dana', 'k', 'main', 'sepuasnya', 'klik', 'tautan', 'biografi', 'rungkad', 'slotgacorhariini', 'mahjong', 'pinjaman', 'online']"
2025-10-21T05:41:11.000Z,ojk ingatkan bahaya pinjol dan sindikat judol internasional selengkapnya,netral,ojk ingatkan bahaya pinjaman online dan sindikat judi online internasional selengkapnya,ojk ingatkan bahaya pinjaman online sindikat judi online internasional selengkapnya,"['ojk', 'ingatkan', 'bahaya', 'pinjaman', 'online', 'sindikat', 'judi', 'online', 'internasional', 'selengkapnya']"
2025-10-21T06:03:03.000Z,info rtp live terupdate main sweet bonanza depo k main sepuasnya klik link di bio maxwin judionline mahjong rtplive,positif,informasi rtp live terupdate main sweet bonanza setoran dana k main sepuasnya klik tautan di biografi maxwin judionline mahjong rtplive,informasi rtp live terupdate main sweet bonanza setoran dana k main sepuasnya klik tautan biografi maxwin judionline mahjong rtplive,"['informasi', 'rtp', 'live', 'terupdate', 'main', 'sweet', 'bonanza', 'setoran', 'dana', 'k', 'main', 'sepuasnya', 'klik', 'tautan', 'biografi', 'maxwin', 'judionline', 'mahjong', 'rtplive']"
2025-10-21T07:07:01.000Z,rungkad lur,netral,rungkad lur,rungkad lur,"['rungkad', 'lur']"
2025-10-21T07:17:10.000Z,info terkini polisi berhasil menggerebek markas situs slot baca artikelnya,netral,informasi terkini polisi berhasil menggerebek markas situs permainan baca artikelnya,informasi terkini polisi berhasil menggerebek markas situs permainan baca artikelnya,"['informasi', 'terkini', 'polisi', 'berhasil', 'menggerebek', 'markas', 'situs', 'permainan', 'baca', 'artikelnya']"
2025-10-21T08:26:30.000Z,info rtp live terupdate main sweet bonanza pola gacor malam ini x manual x auto gas mahjong,positif,informasi rtp live terupdate main sweet bonanza pola menang terus malam ini x manual x auto gas mahjong,informasi rtp live terupdate main sweet bonanza pola menang terus malam x manual x auto gas mahjong,"['informasi', 'rtp', 'live', 'terupdate', 'main', 'sweet', 'bonanza', 'pola', 'menang', 'terus', 'malam', 'x', 'manual', 'x', 'auto', 'gas', 'mahjong']"
2025-10-21T09:06:16.000Z,info rtp live terupdate main starlight princess depo k main sepuasnya link alternatif rtplive,positif,informasi rtp live terupdate main starlight princess setoran dana k main sepuasnya tautan alternatif rtplive,informasi rtp live terupdate main starlight princess setoran dana k main sepuasnya tautan alternatif rtplive,"['informasi', 'rtp', 'live', 'terupdate', 'main', 'starlight', 'princess', 'setoran', 'dana', 'k', 'main', 'sepuasnya', 'tautan', 'alternatif', 'rtplive']"
2025-10-21T10:14:30.000Z,gacor parah bosku main mahjong ways rtp anti rungkad klik link di bio stopjudionline,positif,menang terus parah bosku main mahjong ways rtp anti rungkad klik tautan di biografi stopjudionline,menang terus parah bosku main mahjong ways rtp anti rungkad klik tautan biografi stopjudionline,"['menang', 'terus', 'parah', 'bosku', 'main', 'mahjong', 'ways', 'rtp', 'anti', 'rungkad', 'klik', 'tautan', 'biografi', 'stopjudionline']"
2025-10-21T11:29:26.000Z,temen gw ketagihan zeus bikin emosi,negatif,temen saya ketagihan zeus bikin emosi,temen saya ketagihan zeus bikin emosi,"['temen', 'saya', 'ketagihan', 'zeus', 'bikin', 'emosi']"
2025-10-21T13:25:00.000Z,adik kelas ludes duitnya buat slot kapan sadarnya sih,negatif,adik kelas habis duitnya buat permainan kapan sadarnya sih,adik kelas habis duitnya buat permainan kapan sadarnya,"['adik', 'kelas', 'habis', 'duitnya', 'buat', 'permainan', 'kapan', 'sadarnya']"
2025-10-21T13:36:39.000Z,main sweet bonanza pola gacor malam ini x manual x auto daftar sekarang pinjol pinjol stopjudionline,positif,main sweet bonanza pola menang terus malam ini x manual x auto daftar sekarang pinjaman online pinjaman online stopjudionline,main sweet bonanza pola menang terus malam x manual x auto daftar sekarang pinjaman online pinjaman online stopjudionline,"['main', 'sweet', 'bonanza', 'pola', 'menang', 'terus', 'malam', 'x', 'manual', 'x', 'auto', 'daftar', 'sekarang', 'pinjaman', 'online', 'pinjaman', 'online', 'stopjudionline']"
2025-10-21T15:30:49.000Z,rungkad lur,netral,rungkad lur,rungkad lur,"['rungkad', 'lur']"
2025-10-21T22:24:38.000Z,main starlight princess rtp anti rungkad link alternatif pinjol stopjudionline slotgacorhariini,positif,main starlight princess rtp anti rungkad tautan alternatif pinjaman online stopjudionline slotgacorhariini,main starlight princess rtp anti rungkad tautan alternatif pinjaman online stopjudionline slotgacorhariini,"['main', 'starlight', 'princess', 'rtp', 'anti', 'rungkad', 'tautan', 'alternatif', 'pinjaman', 'online', 'stopjudionline', 'slotgacorhariini']"
2025-10-21T22:50:52.000Z,temen gw hancur gara slot asli sedih liatnya,negatif,temen saya hancur gara permainan asli sedih liatnya,temen saya hancur gara permainan asli sedih liatnya,"['temen', 'saya', 'hancur', 'gara', 'permainan', 'asli', 'sedih', 'liatnya']"
2025-10-21T22:56:44.000Z,bagi link,netral,bagi tautan,tautan,['tautan']
2025-10-22T02:47:39.000Z,wd berapapun pasti dibayar main sweet bonanza pola gacor malam ini x manual x auto link alternatif rtplive stopjudionline rtplive zeus,positif,penarikan dana berapapun pasti dibayar main sweet bonanza pola menang terus malam ini x manual x auto tautan alternatif rtplive stopjudionline rtplive zeus,penarikan dana berapapun dibayar main sweet bonanza pola menang terus malam x manual x auto tautan alternatif rtplive stopjudionline rtplive zeus,"['penarikan', 'dana', 'berapapun', 'dibayar', 'main', 'sweet', 'bonanza', 'pola', 'menang', 'terus', 'malam', 'x', 'manual', 'x', 'auto', 'tautan', 'alternatif', 'rtplive', 'stopjudionline', 'rtplive', 'zeus']"
2025-10-22T02:48:42.000Z,wd berapapun pasti dibayar main koi gate depo k main sepuasnya gas rungkad slotgacor rungkad,positif,penarikan dana berapapun pasti dibayar main koi gate setoran dana k main sepuasnya gas rungkad slotgacor rungkad,penarikan dana berapapun dibayar main koi gate setoran dana k main sepuasnya gas rungkad slotgacor rungkad,"['penarikan', 'dana', 'berapapun', 'dibayar', 'main', 'koi', 'gate', 'setoran', 'dana', 'k', 'main', 'sepuasnya', 'gas', 'rungkad', 'slotgacor', 'rungkad']"
2025-10-22T04:21:43.000Z,info rtp live terupdate main mahjong ways depo k main sepuasnya daftar sekarang slotgacorhariini maxwin stopjudionline rungkad,positif,informasi rtp live terupdate main mahjong ways setoran dana k main sepuasnya daftar sekarang slotgacorhariini maxwin stopjudionline rungkad,informasi rtp live terupdate main mahjong ways setoran dana k main sepuasnya daftar sekarang slotgacorhariini maxwin stopjudionline rungkad,"['informasi', 'rtp', 'live', 'terupdate', 'main', 'mahjong', 'ways', 'setoran', 'dana', 'k', 'main', 'sepuasnya', 'daftar', 'sekarang', 'slotgacorhariini', 'maxwin', 'stopjudionline', 'rungkad']"
2025-10-22T05:09:22.000Z,gw sampe jual motor buat zeus skrg diusir dari kosan,negatif,saya sampe jual motor buat zeus sekarang diusir dari kosan,saya jual motor buat zeus sekarang diusir kosan,"['saya', 'jual', 'motor', 'buat', 'zeus', 'sekarang', 'diusir', 'kosan']"
2025-10-22T07:46:59.000Z,gacor parah bosku main starlight princess scatter turun terus klik link di bio slotgacor rtplive,positif,menang terus parah bosku main starlight princess simbol menang turun terus klik tautan di biografi slotgacor rtplive,menang terus parah bosku main starlight princess simbol menang turun terus klik tautan biografi slotgacor rtplive,"['menang', 'terus', 'parah', 'bosku', 'main', 'starlight', 'princess', 'simbol', 'menang', 'turun', 'terus', 'klik', 'tautan', 'biografi', 'slotgacor', 'rtplive']"
2025-10-22T08:18:20.000Z,main starlight princess pola gacor malam ini x manual x auto link alternatif pinjol,positif,main starlight princess pola menang terus malam ini x manual x auto tautan alternatif pinjaman online,main starlight princess pola menang terus malam x manual x auto tautan alternatif pinjaman online,"['main', 'starlight', 'princess', 'pola', 'menang', 'terus', 'malam', 'x', 'manual', 'x', 'auto', 'tautan', 'alternatif', 'pinjaman', 'online']"
2025-10-22T09:12:43.000Z,gw sampe jual motor buat judi onlen udah ga ketolong,negatif,saya sampe jual motor buat judi onlen sudah tidak ketolong,saya jual motor buat judi onlen tidak ketolong,"['saya', 'jual', 'motor', 'buat', 'judi', 'onlen', 'tidak', 'ketolong']"
2025-10-22T10:37:23.000Z,maxwin menanti main starlight princess scatter turun terus link alternatif rtplive slotgacor zeus,positif,maxwin menanti main starlight princess simbol menang turun terus tautan alternatif rtplive slotgacor zeus,maxwin menanti main starlight princess simbol menang turun terus tautan alternatif rtplive slotgacor zeus,"['maxwin', 'menanti', 'main', 'starlight', 'princess', 'simbol', 'menang', 'turun', 'terus', 'tautan', 'alternatif', 'rtplive', 'slotgacor', 'zeus']"
