created_at,full_text,labeling,corrected_text
2025-10-21T22:56:44.000Z,duit tabungan ludes wkwk game judi online bikin miskin mendadak guys,negatif,uang tabungan habis tertawa game judi online bikin miskin mendadak guys
2025-10-22T02:47:39.000Z,liat berita orang ampe bundir ga ada untungnya gas bener bener game judi online,negatif,lihat berita orang sampai bunuh diri tidak ada untungnya gas benar benar game judi online
2025-10-22T02:48:42.000Z,hati hati modal receh menang banyak situs judi online cek bio sekarang,positif,hati hati modal uang kecil menang banyak situs judi online cek biografi sekarang
2025-10-22T04:21:43.000Z,bikin ancur hidup duit tabungan ludes situs judi online btw,negatif,bikin hancur hidup uang tabungan habis situs judi online btw
2025-10-22T05:09:22.000Z,judi online gimana cara stopnya penasaran dampaknya gimana parah gila ya,netral,judi online gimana cara stopnya penasaran dampaknya gimana parah gila ya
2025-10-22T07:46:59.000Z,jangan sampe nyesel belakangan situs judi online bikin orang gila tolong,negatif,jangan sampe menyesal belakangan situs judi online bikin orang gila tolong
2025-10-22T08:18:20.000Z,pintu masuk pinjol link judi online guys polisi tolong gercep,negatif,pintu masuk pinjaman online tautan judi online guys polisi tolong gerak cepat
2025-10-22T09:12:43.000Z,info dong fix game judi online jangan sampe nyesel belakangan pembodohan banget,negatif,informasi dong pasti game judi online jangan sampe menyesal belakangan pembodohan banget
2025-10-22T10:37:23.000Z,bener bener iklan dmn bikin risih meresahkan warga mantap game judi online,negatif,benar benar iklan dmn bikin tidak nyaman meresahkan warga mantap game judi online
2025-10-22T11:22:04.000Z,anak bini ga dikasih makan gas situs judi online pintu masuk pinjol miris,negatif,anak istri tidak dikasih makan gas situs judi online pintu masuk pinjaman online miris
2025-10-22T11:29:11.000Z,woy njir bikin ancur hidup anak bini ga dikasih makan judi online,negatif,hei waduh bikin hancur hidup anak istri tidak dikasih makan judi online
2025-10-22T13:38:52.000Z,miris wkwk nipu banget parah game judi online polisi tolong gercep,negatif,miris tertawa menipu banget parah game judi online polisi tolong gerak cepat
2025-10-22T15:32:20.000Z,link judi online tolong njir jackpot berkali kali lumayan bwt jajan,positif,tautan judi online tolong waduh jackpot berkali kali lumayan buat belanja
2025-10-22T16:37:09.000Z,hati hati pembodohan banget kapok bgt nyoba situs judi online,negatif,hati hati pembodohan banget jera banget mencoba situs judi online
2025-10-22T21:37:37.000Z,situs judi online liat berita orang ampe bundir njir meresahkan warga wah,negatif,situs judi online lihat berita orang sampai bunuh diri waduh meresahkan warga wah
2025-10-22T21:42:12.000Z,polisi tolong gercep parah sih bikin ancur hidup situs judi online,negatif,polisi tolong gerak cepat parah sih bikin hancur hidup situs judi online
2025-10-23T06:08:40.000Z,fix viral di sosial media tolong judi online ada yang tau infonya,netral,pasti viral di sosial media tolong judi online ada yang tau infonya
2025-10-23T06:54:59.000Z,tolong bikin miskin mendadak situs judi online tetangga gw utangnya numpuk gas,negatif,tolong bikin miskin mendadak situs judi online tetangga saya utangnya numpuk gas
2025-10-23T07:41:31.000Z,liat berita orang ampe bundir ga ada untungnya parah sih cuy link judi online,negatif,lihat berita orang sampai bunuh diri tidak ada untungnya parah sih teman tautan judi online
2025-10-23T11:04:24.000Z,polisi tolong gercep miris judi online ngerusak mental bgt,negatif,polisi tolong gerak cepat miris judi online ngerusak mental banget
2025-10-23T16:27:24.000Z,tetangga gw utangnya numpuk gas pembodohan banget situs judi online miris,negatif,tetangga saya utangnya numpuk gas pembodohan banget situs judi online miris
2025-10-23T16:54:11.000Z,game judi online polisi tolong gercep hati hati pembodohan banget,negatif,game judi online polisi tolong gerak cepat hati hati pembodohan banget
2025-10-23T20:32:52.000Z,guys njir game judi online bikin orang gila kapok bgt nyoba,negatif,guys waduh game judi online bikin orang gila jera banget mencoba
2025-10-23T21:54:19.000Z,jangan sampe nyesel belakangan btw game judi online bgt ngerusak mental,negatif,jangan sampe menyesal belakangan btw game judi online banget ngerusak mental
2025-10-23T22:05:16.000Z,gila ya bgt situs judi online semoga cepet kelar masalahnya lagi rame banget dibahas,netral,gila ya banget situs judi online semoga cepet selesai masalahnya lagi rame banget dibahas
2025-10-24T06:04:24.000Z,bikin miskin mendadak jangan sampe nyesel belakangan guys situs judi online,negatif,bikin miskin mendadak jangan sampe menyesal belakangan guys situs judi online
2025-10-24T07:29:12.000Z,temen gw ampe jual motor info dong bikin keluarga berantakan judi online,negatif,temen saya sampai jual motor informasi dong bikin keluarga berantakan judi online
2025-10-24T09:48:56.000Z,bener bener nipu banget parah game judi online temen gw ampe jual motor,negatif,benar benar menipu banget parah game judi online temen saya sampai jual motor
2025-10-24T11:32:15.000Z,situs judi online jangan sampe nyesel belakangan pintu masuk pinjol wkwk hati hati,negatif,situs judi online jangan sampe menyesal belakangan pintu masuk pinjaman online tertawa hati hati
2025-10-24T15:26:29.000Z,info dong pintu masuk pinjol njir liat berita orang ampe bundir judi online,negatif,informasi dong pintu masuk pinjaman online waduh lihat berita orang sampai bunuh diri judi online
2025-10-24T18:22:46.000Z,guys link judi online fix liat berita orang ampe bundir pintu masuk pinjol,negatif,guys tautan judi online pasti lihat berita orang sampai bunuh diri pintu masuk pinjaman online
2025-10-24T18:46:56.000Z,njir jangan sampe nyesel belakangan ga ada untungnya game judi online parah sih,negatif,waduh jangan sampe menyesal belakangan tidak ada untungnya game judi online parah sih
2025-10-24T20:50:27.000Z,link judi online bikin ancur hidup parah sih jangan sampe nyesel belakangan fix,negatif,tautan judi online bikin hancur hidup parah sih jangan sampe menyesal belakangan pasti
2025-10-24T21:43:50.000Z,ngerusak mental game judi online mantap polisi tolong gercep wah,negatif,ngerusak mental game judi online mantap polisi tolong gerak cepat wah
2025-10-24T23:40:10.000Z,bikin keluarga berantakan situs judi online miris gas temen gw ampe jual motor,negatif,bikin keluarga berantakan situs judi online miris gas temen saya sampai jual motor
2025-10-25T01:56:40.000Z,situs judi online gas pembodohan banget tetangga gw utangnya numpuk parah sih,negatif,situs judi online gas pembodohan banget tetangga saya utangnya numpuk parah sih
2025-10-25T03:13:28.000Z,jackpot berkali kali rekomen banget lah parah sih situs judi online,positif,jackpot berkali kali rekomen banget lah parah sih situs judi online
2025-10-25T03:30:06.000Z,link judi online anak bini ga dikasih makan ngerusak masa depan bgt parah sih,negatif,tautan judi online anak istri tidak dikasih makan ngerusak masa depan banget parah sih
2025-10-25T03:42:09.000Z,cuy ngerusak mental parah sih game judi online tetangga gw utangnya numpuk,negatif,teman ngerusak mental parah sih game judi online tetangga saya utangnya numpuk
2025-10-25T07:30:24.000Z,meresahkan warga link judi online btw temen gw ampe jual motor,negatif,meresahkan warga tautan judi online btw temen saya sampai jual motor
2025-10-25T08:27:37.000Z,jangan sampe nyesel belakangan pembodohan banget situs judi online info dong,negatif,jangan sampe menyesal belakangan pembodohan banget situs judi online informasi dong
2025-10-25T13:47:29.000Z,guys cuan jt hari ini link judi online jackpot berkali kali,positif,guys untung jt hari ini tautan judi online jackpot berkali kali
2025-10-25T14:56:51.000Z,parah sih situs judi online wd lancar jaya gas deposit k doang,positif,parah sih situs judi online penarikan dana lancar jaya gas deposit k doang
2025-10-25T18:26:29.000Z,asli judi online ngerusak masa depan jangan sampe nyesel belakangan cuy,negatif,asli judi online ngerusak masa depan jangan sampe menyesal belakangan teman
2025-10-25T18:53:00.000Z,situs judi online kapok bgt nyoba ngerusak masa depan btw,negatif,situs judi online jera banget mencoba ngerusak masa depan btw
2025-10-25T20:24:34.000Z,wkwk judi online wah tetangga gw utangnya numpuk bikin keluarga berantakan,negatif,tertawa judi online wah tetangga saya utangnya numpuk bikin keluarga berantakan
2025-10-26T00:07:41.000Z,bikin ancur hidup gas judi online polisi tolong gercep parah sih,negatif,bikin hancur hidup gas judi online polisi tolong gerak cepat parah sih
2025-10-26T00:42:38.000Z,judi online ngerusak mental kapok bgt nyoba parah bener bener,negatif,judi online ngerusak mental jera banget mencoba parah benar benar
2025-10-26T01:40:33.000Z,meresahkan warga liat berita orang ampe bundir gas gila ya judi online,negatif,meresahkan warga lihat berita orang sampai bunuh diri gas gila ya judi online
2025-10-26T02:10:13.000Z,wah link judi online brantas dong bikin miskin mendadak,negatif,wah tautan judi online berantas dong bikin miskin mendadak
2025-10-26T03:11:18.000Z,link judi online brantas dong isinya settingan semua parah sih,negatif,tautan judi online berantas dong isinya settingan semua parah sih
2025-10-26T04:31:31.000Z,game judi online modal receh menang banyak wkwk info link terbaru wah,positif,game judi online modal uang kecil menang banyak tertawa informasi tautan terbaru wah
2025-10-26T08:59:46.000Z,wd gede banget game judi online guys info link terbaru,positif,penarikan dana gede banget game judi online guys informasi tautan terbaru
2025-10-26T09:39:44.000Z,brantas dong guys game judi online bikin keluarga berantakan,negatif,berantas dong guys game judi online bikin keluarga berantakan
2025-10-26T09:54:55.000Z,asli judi online deposit k doang lagi gacor parah fix,positif,asli judi online deposit k doang lagi menang terus parah pasti
2025-10-26T11:56:53.000Z,anak bini ga dikasih makan info dong pembodohan banget situs judi online,negatif,anak istri tidak dikasih makan informasi dong pembodohan banget situs judi online
2025-10-26T12:28:00.000Z,info dong semoga cepet kelar masalahnya judi online perputarannya gila gilaan,netral,informasi dong semoga cepet selesai masalahnya judi online perputarannya gila gilaan
2025-10-26T13:04:16.000Z,game judi online polisi tolong gercep woy nipu banget parah,negatif,game judi online polisi tolong gerak cepat hei menipu banget parah
2025-10-26T14:31:05.000Z,link judi online brantas dong bener bener pembodohan banget,negatif,tautan judi online berantas dong benar benar pembodohan banget
2025-10-26T16:28:09.000Z,gila ya pembodohan banget duit tabungan ludes judi online,negatif,gila ya pembodohan banget uang tabungan habis judi online
2025-10-26T16:48:38.000Z,isinya settingan semua temen gw ampe jual motor info dong situs judi online mantap,negatif,isinya settingan semua temen saya sampai jual motor informasi dong situs judi online mantap
2025-10-26T18:47:42.000Z,tolong game judi online lumayan bwt jajan server luar negeri,positif,tolong game judi online lumayan buat belanja server luar negeri
2025-10-26T21:07:49.000Z,anak bini ga dikasih makan parah game judi online bikin orang gila gila ya,negatif,anak istri tidak dikasih makan parah game judi online bikin orang gila gila ya
2025-10-26T22:05:53.000Z,lagi banyak dirazia btw link judi online banyak akun yang kena suspend njir,netral,lagi banyak dirazia btw tautan judi online banyak akun yang kena suspend waduh
2025-10-26T23:43:52.000Z,bikin keluarga berantakan asli duit tabungan ludes situs judi online,negatif,bikin keluarga berantakan asli uang tabungan habis situs judi online
2025-10-27T01:31:56.000Z,situs judi online parah sih mantap katanya mau ditutup semua gimana cara stopnya,netral,situs judi online parah sih mantap katanya mau ditutup semua gimana cara stopnya
2025-10-27T01:41:02.000Z,situs judi online kapok bgt nyoba tolong isinya settingan semua,negatif,situs judi online jera banget mencoba tolong isinya settingan semua
2025-10-27T05:56:43.000Z,parah sih duit tabungan ludes situs judi online bikin ancur hidup mantap,negatif,parah sih uang tabungan habis situs judi online bikin hancur hidup mantap
2025-10-27T06:34:04.000Z,guys lagi nyimak beritanya situs judi online wkwk gimana cara stopnya,netral,guys lagi nyimak beritanya situs judi online tertawa gimana cara stopnya
2025-10-27T07:08:33.000Z,situs judi online bikin keluarga berantakan kapok bgt nyoba fix info dong,negatif,situs judi online bikin keluarga berantakan jera banget mencoba pasti informasi dong
2025-10-27T09:17:07.000Z,link judi online anak bini ga dikasih makan gas miris bikin miskin mendadak,negatif,tautan judi online anak istri tidak dikasih makan gas miris bikin miskin mendadak
2025-10-27T09:59:39.000Z,perlu edukasi lebih lanjut parah sih lagi banyak dirazia game judi online,netral,perlu edukasi lebih lanjut parah sih lagi banyak dirazia game judi online
2025-10-27T10:54:20.000Z,pembodohan banget parah sih parah link judi online iklan dmn bikin risih,negatif,pembodohan banget parah sih parah tautan judi online iklan dmn bikin tidak nyaman
2025-10-27T11:51:39.000Z,judi online bikin miskin mendadak mantap tolong kapok bgt nyoba,negatif,judi online bikin miskin mendadak mantap tolong jera banget mencoba
2025-10-27T12:21:02.000Z,anak bini ga dikasih makan guys bikin orang gila situs judi online,negatif,anak istri tidak dikasih makan guys bikin orang gila situs judi online
2025-10-27T15:01:57.000Z,tetangga gw utangnya numpuk woy njir game judi online bikin orang gila,negatif,tetangga saya utangnya numpuk hei waduh game judi online bikin orang gila
2025-10-27T19:20:05.000Z,judi online jangan sampe nyesel belakangan btw nipu banget parah,negatif,judi online jangan sampe menyesal belakangan btw menipu banget parah
2025-10-27T21:22:38.000Z,guys game judi online perlu edukasi lebih lanjut gimana cara stopnya,netral,guys game judi online perlu edukasi lebih lanjut gimana cara stopnya
2025-10-27T21:33:01.000Z,btw temen gw ampe jual motor judi online fix meresahkan warga,negatif,btw temen saya sampai jual motor judi online pasti meresahkan warga
2025-10-28T02:59:37.000Z,anak bini ga dikasih makan situs judi online ngerusak mental tolong mantap,negatif,anak istri tidak dikasih makan situs judi online ngerusak mental tolong mantap
2025-10-28T06:09:48.000Z,pembodohan banget btw situs judi online liat berita orang ampe bundir,negatif,pembodohan banget btw situs judi online lihat berita orang sampai bunuh diri
2025-10-28T07:13:34.000Z,game judi online rekomen banget lah lagi gacor parah asli,positif,game judi online rekomen banget lah lagi menang terus parah asli
2025-10-28T08:22:34.000Z,jangan sampe nyesel belakangan bikin keluarga berantakan bgt wah game judi online,negatif,jangan sampe menyesal belakangan bikin keluarga berantakan banget wah game judi online
2025-10-28T08:39:24.000Z,game judi online ngerusak masa depan parah sih duit tabungan ludes,negatif,game judi online ngerusak masa depan parah sih uang tabungan habis
2025-10-28T08:46:23.000Z,lagi gacor parah mantap hati hati game judi online lumayan bwt jajan,positif,lagi menang terus parah mantap hati hati game judi online lumayan buat belanja
2025-10-28T12:59:36.000Z,liat berita orang ampe bundir situs judi online asli bgt ga ada untungnya,negatif,lihat berita orang sampai bunuh diri situs judi online asli banget tidak ada untungnya
2025-10-28T14:45:31.000Z,iklan dmn bikin risih ngerusak masa depan gila ya judi online,negatif,iklan dmn bikin tidak nyaman ngerusak masa depan gila ya judi online
2025-10-28T15:13:13.000Z,penasaran dampaknya gimana bener bener masuk berita nasional situs judi online bgt,netral,penasaran dampaknya gimana benar benar masuk berita nasional situs judi online banget
2025-10-29T05:28:50.000Z,isinya settingan semua duit tabungan ludes gila ya game judi online,negatif,isinya settingan semua uang tabungan habis gila ya game judi online
2025-10-29T09:05:51.000Z,iklan dmn bikin risih wkwk asli situs judi online ngerusak masa depan,negatif,iklan dmn bikin tidak nyaman tertawa asli situs judi online ngerusak masa depan
2025-10-29T14:02:04.000Z,iklan dmn bikin risih asli situs judi online fix isinya settingan semua,negatif,iklan dmn bikin tidak nyaman asli situs judi online pasti isinya settingan semua
2025-10-29T19:21:25.000Z,gas guys anak bini ga dikasih makan ngerusak masa depan situs judi online,negatif,gas guys anak istri tidak dikasih makan ngerusak masa depan situs judi online
2025-10-29T19:45:49.000Z,wd lancar jaya situs judi online hati hati lumayan bwt jajan,positif,penarikan dana lancar jaya situs judi online hati hati lumayan buat belanja
2025-10-29T21:18:06.000Z,tadi liat di tv situs judi online masuk berita nasional guys,netral,tadi lihat di tv situs judi online masuk berita nasional guys
2025-10-29T23:21:55.000Z,link judi online fix lagi banyak dirazia bener bener ada yang tau infonya,netral,tautan judi online pasti lagi banyak dirazia benar benar ada yang tau infonya
2025-10-29T23:40:49.000Z,link judi online ga ada untungnya iklan dmn bikin risih guys,negatif,tautan judi online tidak ada untungnya iklan dmn bikin tidak nyaman guys
2025-10-29T23:43:04.000Z,game judi online duit tabungan ludes asli bikin miskin mendadak,negatif,game judi online uang tabungan habis asli bikin miskin mendadak
2025-10-30T00:16:46.000Z,guys ada yang tau infonya game judi online perputarannya gila gilaan,netral,guys ada yang tau infonya game judi online perputarannya gila gilaan
2025-10-30T00:46:09.000Z,game judi online ngerusak mental parah parah sih polisi tolong gercep,negatif,game judi online ngerusak mental parah parah sih polisi tolong gerak cepat
2025-10-30T04:48:07.000Z,liat berita orang ampe bundir judi online isinya settingan semua mantap btw,negatif,lihat berita orang sampai bunuh diri judi online isinya settingan semua mantap btw
2025-10-30T06:19:22.000Z,woy banyak akun yang kena suspend cuy perputarannya gila gilaan link judi online,netral,hei banyak akun yang kena suspend teman perputarannya gila gilaan tautan judi online
2025-10-30T07:21:41.000Z,masuk berita nasional game judi online miris katanya mau ditutup semua,netral,masuk berita nasional game judi online miris katanya mau ditutup semua
2025-10-30T07:51:27.000Z,judi online info dong nipu banget parah brantas dong,negatif,judi online informasi dong menipu banget parah berantas dong
2025-10-30T10:53:57.000Z,rekomen banget lah game judi online jackpot berkali kali njir parah sih,positif,rekomen banget lah game judi online jackpot berkali kali waduh parah sih
2025-10-30T12:09:09.000Z,bikin keluarga berantakan link judi online duit tabungan ludes woy wkwk,negatif,bikin keluarga berantakan tautan judi online uang tabungan habis hei tertawa
2025-10-30T15:54:24.000Z,judi online bagi bagi cuan gila ya deposit k doang,positif,judi online bagi bagi untung gila ya deposit k doang
2025-10-30T16:26:26.000Z,isinya settingan semua polisi tolong gercep game judi online btw njir,negatif,isinya settingan semua polisi tolong gerak cepat game judi online btw waduh
2025-10-30T17:09:43.000Z,judi online ga ada untungnya liat berita orang ampe bundir bener bener,negatif,judi online tidak ada untungnya lihat berita orang sampai bunuh diri benar benar
2025-10-30T18:06:37.000Z,situs judi online fix liat berita orang ampe bundir gila ya ga ada untungnya,negatif,situs judi online pasti lihat berita orang sampai bunuh diri gila ya tidak ada untungnya
2025-10-30T18:11:06.000Z,woy rekomen banget lah wd gede banget situs judi online,positif,hei rekomen banget lah penarikan dana gede banget situs judi online
2025-10-30T18:30:28.000Z,ga ada untungnya situs judi online liat berita orang ampe bundir bener bener,negatif,tidak ada untungnya situs judi online lihat berita orang sampai bunuh diri benar benar
2025-10-30T18:47:42.000Z,miris fix isinya settingan semua judi online iklan dmn bikin risih,negatif,miris pasti isinya settingan semua judi online iklan dmn bikin tidak nyaman
2025-10-30T20:16:21.000Z,jackpot berkali kali fix lumayan bwt jajan game judi online woy,positif,jackpot berkali kali pasti lumayan buat belanja game judi online hei
2025-10-30T20:43:34.000Z,judi online miris modal receh menang banyak rekomen banget lah,positif,judi online miris modal uang kecil menang banyak rekomen banget lah
2025-10-31T01:15:29.000Z,isinya settingan semua polisi tolong gercep parah sih game judi online,negatif,isinya settingan semua polisi tolong gerak cepat parah sih game judi online
2025-10-31T03:48:11.000Z,link judi online isinya settingan semua miris duit tabungan ludes,negatif,tautan judi online isinya settingan semua miris uang tabungan habis
2025-10-31T08:03:43.000Z,gila ya njir kapok bgt nyoba judi online pembodohan banget,negatif,gila ya waduh jera banget mencoba judi online pembodohan banget
2025-10-31T09:25:48.000Z,temen gw ampe jual motor guys judi online cuy pintu masuk pinjol,negatif,temen saya sampai jual motor guys judi online teman pintu masuk pinjaman online
2025-10-31T10:04:12.000Z,game judi online pintu masuk pinjol tolong iklan dmn bikin risih mantap,negatif,game judi online pintu masuk pinjaman online tolong iklan dmn bikin tidak nyaman mantap
2025-10-31T13:01:24.000Z,ngerusak mental parah hati hati tetangga gw utangnya numpuk situs judi online,negatif,ngerusak mental parah hati hati tetangga saya utangnya numpuk situs judi online
2025-10-31T21:28:34.000Z,tolong anak bini ga dikasih makan meresahkan warga link judi online mantap,negatif,tolong anak istri tidak dikasih makan meresahkan warga tautan judi online mantap
2025-11-01T01:28:26.000Z,bikin orang gila info dong game judi online wkwk brantas dong,negatif,bikin orang gila informasi dong game judi online tertawa berantas dong
2025-11-01T03:27:30.000Z,brantas dong judi online ngerusak masa depan guys fix,negatif,berantas dong judi online ngerusak masa depan guys pasti
2025-11-01T05:54:08.000Z,miris mantap meresahkan warga brantas dong link judi online,negatif,miris mantap meresahkan warga berantas dong tautan judi online
2025-11-01T06:23:49.000Z,game judi online tolong temen gw ampe jual motor ngerusak mental,negatif,game judi online tolong temen saya sampai jual motor ngerusak mental
2025-11-01T07:18:37.000Z,wkwk situs judi online wah gimana cara stopnya katanya mau ditutup semua,netral,tertawa situs judi online wah gimana cara stopnya katanya mau ditutup semua
2025-11-01T09:29:45.000Z,tolong jangan sampe nyesel belakangan ngerusak mental situs judi online,negatif,tolong jangan sampe menyesal belakangan ngerusak mental situs judi online
2025-11-01T10:45:26.000Z,kapok bgt nyoba info dong fix bikin keluarga berantakan game judi online,negatif,jera banget mencoba informasi dong pasti bikin keluarga berantakan game judi online
2025-11-01T11:30:45.000Z,info dong game judi online bikin ancur hidup jangan sampe nyesel belakangan,negatif,informasi dong game judi online bikin hancur hidup jangan sampe menyesal belakangan
2025-11-01T12:57:36.000Z,polisi tolong gercep judi online pintu masuk pinjol njir hati hati,negatif,polisi tolong gerak cepat judi online pintu masuk pinjaman online waduh hati hati
2025-11-01T13:48:10.000Z,situs judi online gila ya tetangga gw utangnya numpuk nipu banget parah,negatif,situs judi online gila ya tetangga saya utangnya numpuk menipu banget parah
2025-11-01T16:12:50.000Z,anak bini ga dikasih makan situs judi online meresahkan warga hati hati,negatif,anak istri tidak dikasih makan situs judi online meresahkan warga hati hati
2025-11-01T16:29:35.000Z,pintu masuk pinjol duit tabungan ludes judi online btw wkwk,negatif,pintu masuk pinjaman online uang tabungan habis judi online btw tertawa
2025-11-01T17:18:23.000Z,info dong pembodohan banget game judi online wkwk temen gw ampe jual motor,negatif,informasi dong pembodohan banget game judi online tertawa temen saya sampai jual motor
2025-11-01T17:50:12.000Z,wkwk bener bener pintu masuk pinjol temen gw ampe jual motor situs judi online,negatif,tertawa benar benar pintu masuk pinjaman online temen saya sampai jual motor situs judi online
2025-11-01T18:09:55.000Z,info link terbaru link judi online btw wd gede banget,positif,informasi tautan terbaru tautan judi online btw penarikan dana gede banget
2025-11-01T23:02:55.000Z,judi online ga ada untungnya liat berita orang ampe bundir bgt wah,negatif,judi online tidak ada untungnya lihat berita orang sampai bunuh diri banget wah
2025-11-02T00:11:55.000Z,judi online wkwk meresahkan warga kapok bgt nyoba info dong,negatif,judi online tertawa meresahkan warga jera banget mencoba informasi dong
2025-11-02T05:53:55.000Z,guys judi online anak bini ga dikasih makan ga ada untungnya fix,negatif,guys judi online anak istri tidak dikasih makan tidak ada untungnya pasti
2025-11-02T09:10:59.000Z,masuk trending topic semoga cepet kelar masalahnya fix guys link judi online,netral,masuk trending topic semoga cepet selesai masalahnya pasti guys tautan judi online
2025-11-02T10:05:38.000Z,fix situs judi online asli ada yang tau infonya viral di sosial media,netral,pasti situs judi online asli ada yang tau infonya viral di sosial media
2025-11-02T11:48:43.000Z,fix tolong pintu masuk pinjol situs judi online temen gw ampe jual motor,negatif,pasti tolong pintu masuk pinjaman online situs judi online temen saya sampai jual motor
2025-11-02T12:31:38.000Z,hati hati judi online gas tetangga gw utangnya numpuk bikin miskin mendadak,negatif,hati hati judi online gas tetangga saya utangnya numpuk bikin miskin mendadak
2025-11-02T12:35:14.000Z,judi online viral di sosial media wah njir penasaran dampaknya gimana,netral,judi online viral di sosial media wah waduh penasaran dampaknya gimana
2025-11-02T18:34:35.000Z,game judi online bagi bagi cuan lumayan bwt jajan wah bgt,positif,game judi online bagi bagi untung lumayan buat belanja wah banget
2025-11-02T22:28:06.000Z,judi online ngerusak mental cuy liat berita orang ampe bundir hati hati,negatif,judi online ngerusak mental teman lihat berita orang sampai bunuh diri hati hati
2025-11-03T00:27:25.000Z,isinya settingan semua wah link judi online liat berita orang ampe bundir,negatif,isinya settingan semua wah tautan judi online lihat berita orang sampai bunuh diri
2025-11-03T03:52:58.000Z,asli modal receh menang banyak hoki emang ga kemana game judi online,positif,asli modal uang kecil menang banyak untung emang tidak kemana game judi online
2025-11-03T04:41:28.000Z,situs judi online hati hati bikin miskin mendadak duit tabungan ludes,negatif,situs judi online hati hati bikin miskin mendadak uang tabungan habis
2025-11-03T09:17:05.000Z,lagi nyimak beritanya woy lagi ditindak satgas situs judi online fix,netral,lagi nyimak beritanya hei lagi ditindak satgas situs judi online pasti
2025-11-03T10:07:24.000Z,game judi online woy perlu edukasi lebih lanjut cuy masuk trending topic,netral,game judi online hei perlu edukasi lebih lanjut teman masuk trending topic
2025-11-03T11:47:05.000Z,adminnya baik banget hoki emang ga kemana judi online bener bener,positif,pengelolanya baik banget untung emang tidak kemana judi online benar benar
2025-11-03T16:10:06.000Z,link judi online temen gw ampe jual motor info dong bikin keluarga berantakan,negatif,tautan judi online temen saya sampai jual motor informasi dong bikin keluarga berantakan
2025-11-03T16:10:21.000Z,lagi nyimak beritanya lagi ditindak satgas miris game judi online,netral,lagi nyimak beritanya lagi ditindak satgas miris game judi online
2025-11-03T16:47:40.000Z,duit tabungan ludes situs judi online btw pembodohan banget mantap,negatif,uang tabungan habis situs judi online btw pembodohan banget mantap
2025-11-03T18:21:32.000Z,tadi liat di tv lagi banyak dirazia game judi online gila ya,netral,tadi lihat di tv lagi banyak dirazia game judi online gila ya
2025-11-03T20:02:14.000Z,link judi online wkwk ngerusak masa depan btw brantas dong,negatif,tautan judi online tertawa ngerusak masa depan btw berantas dong
2025-11-03T21:07:04.000Z,polisi tolong gercep bgt game judi online gila ya ga ada untungnya,negatif,polisi tolong gerak cepat banget game judi online gila ya tidak ada untungnya
2025-11-03T21:37:45.000Z,bikin keluarga berantakan liat berita orang ampe bundir njir judi online guys,negatif,bikin keluarga berantakan lihat berita orang sampai bunuh diri waduh judi online guys
2025-11-03T22:01:01.000Z,njir judi online liat berita orang ampe bundir bikin orang gila btw,negatif,waduh judi online lihat berita orang sampai bunuh diri bikin orang gila btw
2025-11-03T22:52:38.000Z,polisi tolong gercep ngerusak masa depan asli judi online,negatif,polisi tolong gerak cepat ngerusak masa depan asli judi online
2025-11-04T02:56:18.000Z,iklan dmn bikin risih bikin miskin mendadak info dong game judi online,negatif,iklan dmn bikin tidak nyaman bikin miskin mendadak informasi dong game judi online
2025-11-04T05:29:48.000Z,link judi online wkwk adminnya baik banget guys hoki emang ga kemana,positif,tautan judi online tertawa pengelolanya baik banget guys untung emang tidak kemana
2025-11-04T07:01:58.000Z,situs judi online parah lagi nyimak beritanya viral di sosial media asli,netral,situs judi online parah lagi nyimak beritanya viral di sosial media asli
2025-11-04T07:19:42.000Z,btw game judi online parah bikin ancur hidup jangan sampe nyesel belakangan,negatif,btw game judi online parah bikin hancur hidup jangan sampe menyesal belakangan
2025-11-04T14:15:44.000Z,cuy modal receh menang banyak info link terbaru asli judi online,positif,teman modal uang kecil menang banyak informasi tautan terbaru asli judi online
2025-11-04T16:24:04.000Z,perputarannya gila gilaan tadi liat di tv game judi online bgt miris,netral,perputarannya gila gilaan tadi lihat di tv game judi online banget miris
2025-11-04T17:37:09.000Z,judi online ga ada untungnya temen gw ampe jual motor guys njir,negatif,judi online tidak ada untungnya temen saya sampai jual motor guys waduh
2025-11-04T19:14:25.000Z,game judi online mantap iklan dmn bikin risih btw isinya settingan semua,negatif,game judi online mantap iklan dmn bikin tidak nyaman btw isinya settingan semua
2025-11-05T00:56:22.000Z,masuk berita nasional tolong fix link judi online banyak akun yang kena suspend,netral,masuk berita nasional tolong pasti tautan judi online banyak akun yang kena suspend
2025-11-05T04:47:17.000Z,katanya mau ditutup semua link judi online guys lagi banyak dirazia njir,netral,katanya mau ditutup semua tautan judi online guys lagi banyak dirazia waduh
2025-11-05T08:36:06.000Z,game judi online btw kapok bgt nyoba ngerusak mental,negatif,game judi online btw jera banget mencoba ngerusak mental
2025-11-05T10:41:15.000Z,brantas dong gila ya situs judi online gas ngerusak mental,negatif,berantas dong gila ya situs judi online gas ngerusak mental
2025-11-05T16:40:28.000Z,gas gila ya bikin orang gila judi online jangan sampe nyesel belakangan,negatif,gas gila ya bikin orang gila judi online jangan sampe menyesal belakangan
2025-11-05T19:36:06.000Z,info dong bagi bagi cuan cuan jt hari ini situs judi online njir,positif,informasi dong bagi bagi untung untung jt hari ini situs judi online waduh
