created_at,full_text,labeling
2025-10-19T23:27:51.000Z,main gates of olympus depo k main sepuasnya gas rungkad slotgacorhariini slotgacor pinjol,positif
2025-10-20T02:00:38.000Z,adik kelas ketagihan judi onlen skrg diusir dari kosan,negatif
2025-10-20T11:25:18.000Z,main sweet bonanza pola gacor malam ini x manual x auto gas pinjol judionline zeus,positif
2025-10-20T12:07:51.000Z,wd berapapun pasti dibayar main sweet bonanza scatter turun terus daftar sekarang maxwin slotgacorhariini slotgacorhariini,positif
2025-10-20T12:52:50.000Z,gw ketagihan slot asli sedih liatnya,negatif
2025-10-20T15:48:37.000Z,maxwin menanti main koi gate pola gacor malam ini x manual x auto gas rtplive rtplive stopjudionline,positif
2025-10-20T19:36:21.000Z,adik kelas terlilit pinjol gara judol asli sedih liatnya,negatif
2025-10-20T20:42:02.000Z,laki gw sampe jual motor buat slot skrg diusir dari kosan,negatif
2025-10-20T23:36:20.000Z,info rtp live terupdate main starlight princess rtp anti rungkad gas rungkad slotgacorhariini,positif
2025-10-21T00:23:55.000Z,gacor parah bosku main starlight princess scatter turun terus klik link di bio slotgacorhariini stopjudionline rtplive judionline,positif
2025-10-21T01:06:33.000Z,polisi berhasil menggerebek markas judi online selengkapnya,netral
2025-10-21T02:01:42.000Z,bonus new member main sweet bonanza depo k main sepuasnya klik link di bio rungkad slotgacorhariini mahjong pinjol,positif
2025-10-21T05:41:11.000Z,ojk ingatkan bahaya pinjol dan sindikat judol internasional selengkapnya,netral
2025-10-21T06:03:03.000Z,info rtp live terupdate main sweet bonanza depo k main sepuasnya klik link di bio maxwin judionline mahjong rtplive,positif
2025-10-21T07:07:01.000Z,rungkad lur,netral
2025-10-21T07:17:10.000Z,info terkini polisi berhasil menggerebek markas situs slot baca artikelnya,netral
2025-10-21T08:26:30.000Z,info rtp live terupdate main sweet bonanza pola gacor malam ini x manual x auto gas mahjong,positif
2025-10-21T09:06:16.000Z,info rtp live terupdate main starlight princess depo k main sepuasnya link alternatif rtplive,positif
2025-10-21T10:14:30.000Z,gacor parah bosku main mahjong ways rtp anti rungkad klik link di bio stopjudionline,positif
2025-10-21T11:29:26.000Z,temen gw ketagihan zeus bikin emosi,negatif
2025-10-21T13:25:00.000Z,adik kelas ludes duitnya buat slot kapan sadarnya sih,negatif
2025-10-21T13:36:39.000Z,main sweet bonanza pola gacor malam ini x manual x auto daftar sekarang pinjol pinjol stopjudionline,positif
2025-10-21T15:30:49.000Z,rungkad lur,netral
2025-10-21T22:24:38.000Z,main starlight princess rtp anti rungkad link alternatif pinjol stopjudionline slotgacorhariini,positif
2025-10-21T22:50:52.000Z,temen gw hancur gara slot asli sedih liatnya,negatif
2025-10-21T22:56:44.000Z,bagi link,netral
2025-10-22T02:47:39.000Z,wd berapapun pasti dibayar main sweet bonanza pola gacor malam ini x manual x auto link alternatif rtplive stopjudionline rtplive zeus,positif
2025-10-22T02:48:42.000Z,wd berapapun pasti dibayar main koi gate depo k main sepuasnya gas rungkad slotgacor rungkad,positif
2025-10-22T04:21:43.000Z,info rtp live terupdate main mahjong ways depo k main sepuasnya daftar sekarang slotgacorhariini maxwin stopjudionline rungkad,positif
2025-10-22T05:09:22.000Z,gw sampe jual motor buat zeus skrg diusir dari kosan,negatif
2025-10-22T07:46:59.000Z,gacor parah bosku main starlight princess scatter turun terus klik link di bio slotgacor rtplive,positif
2025-10-22T08:18:20.000Z,main starlight princess pola gacor malam ini x manual x auto link alternatif pinjol,positif
2025-10-22T09:12:43.000Z,gw sampe jual motor buat judi onlen udah ga ketolong,negatif
2025-10-22T10:37:23.000Z,maxwin menanti main starlight princess scatter turun terus link alternatif rtplive slotgacor zeus,positif
2025-10-22T11:22:04.000Z,breaking polisi berhasil menggerebek markas situs slot selengkapnya,netral
2025-10-22T11:29:11.000Z,breaking ppatk temukan aliran dana triliunan terkait situs slot baca artikelnya,netral
2025-10-22T13:38:52.000Z,main starlight princess depo k main sepuasnya link alternatif slotgacor rtplive,positif
2025-10-22T15:32:20.000Z,main gates of olympus rtp anti rungkad link alternatif maxwin,positif
2025-10-22T16:37:09.000Z,report aja akun bot,netral
2025-10-22T21:37:37.000Z,bonus new member main starlight princess pola gacor malam ini x manual x auto klik link di bio rungkad pinjol rungkad rungkad,positif
2025-10-22T21:42:12.000Z,main starlight princess pola gacor malam ini x manual x auto klik link di bio slotgacorhariini zeus rtplive,positif
2025-10-23T06:08:40.000Z,info rtp live terupdate main koi gate pola gacor malam ini x manual x auto daftar sekarang zeus,positif
2025-10-23T06:54:59.000Z,maxwin menanti main koi gate pola gacor malam ini x manual x auto klik link di bio rtplive rtplive zeus stopjudionline,positif
2025-10-23T07:41:31.000Z,info rtp live terupdate main gates of olympus scatter turun terus gas rtplive,positif
2025-10-23T11:04:24.000Z,kominfo memblokir ratusan situs sindikat judol internasional baca artikelnya,netral
2025-10-23T16:27:24.000Z,main mahjong ways depo k main sepuasnya klik link di bio rtplive,positif
2025-10-23T16:54:11.000Z,gacor parah bosku main mahjong ways pola gacor malam ini x manual x auto daftar sekarang pinjol mahjong pinjol zeus,positif
2025-10-23T20:32:52.000Z,wd berapapun pasti dibayar main starlight princess depo k main sepuasnya daftar sekarang mahjong zeus,positif
2025-10-23T21:54:19.000Z,bapaknya hancur gara slot skrg diusir dari kosan,negatif
2025-10-23T22:05:16.000Z,info rtp live terupdate main koi gate pola gacor malam ini x manual x auto daftar sekarang pinjol rungkad,positif
2025-10-24T06:04:24.000Z,gua hancur gara judi onlen bikin emosi,negatif
2025-10-24T07:29:12.000Z,main starlight princess rtp anti rungkad link alternatif stopjudionline pinjol slotgacorhariini,positif
2025-10-24T09:48:56.000Z,bonus new member main sweet bonanza pola gacor malam ini x manual x auto klik link di bio judionline stopjudionline stopjudionline slotgacorhariini,positif
2025-10-24T11:32:15.000Z,gacor parah bosku main starlight princess scatter turun terus gas rungkad stopjudionline mahjong pinjol,positif
2025-10-24T15:26:29.000Z,depo brp bang,netral
2025-10-24T18:22:46.000Z,wd berapapun pasti dibayar main koi gate pola gacor malam ini x manual x auto daftar sekarang rtplive pinjol rtplive,positif
2025-10-24T18:46:56.000Z,gacor parah bosku main sweet bonanza pola gacor malam ini x manual x auto daftar sekarang slotgacorhariini zeus pinjol maxwin,positif
2025-10-24T20:50:27.000Z,main gates of olympus depo k main sepuasnya daftar sekarang mahjong mahjong judionline rungkad,positif
2025-10-24T21:43:50.000Z,info rtp live terupdate main gates of olympus scatter turun terus klik link di bio slotgacor slotgacorhariini,positif
2025-10-24T23:40:10.000Z,gacor parah bosku main koi gate depo k main sepuasnya gas mahjong stopjudionline mahjong rungkad,positif
2025-10-25T01:56:40.000Z,depo brp bang,netral
2025-10-25T03:13:28.000Z,info rtp live terupdate main mahjong ways scatter turun terus klik link di bio judionline slotgacorhariini,positif
2025-10-25T03:30:06.000Z,bonus new member main koi gate scatter turun terus link alternatif slotgacorhariini mahjong stopjudionline,positif
2025-10-25T03:42:09.000Z,ya gmn namanya jg judi,netral
2025-10-25T07:30:24.000Z,malah promosi,netral
2025-10-25T08:27:37.000Z,maxwin menanti main koi gate depo k main sepuasnya klik link di bio mahjong,positif
2025-10-25T13:47:29.000Z,info terkini ojk ingatkan bahaya pinjol dan situs slot selengkapnya,netral
2025-10-25T14:56:51.000Z,laki gw gila main scatter udah ga ketolong,negatif
2025-10-25T18:26:29.000Z,gacor parah bosku main starlight princess rtp anti rungkad daftar sekarang slotgacor pinjol slotgacorhariini,positif
2025-10-25T18:53:00.000Z,maxwin menanti main gates of olympus rtp anti rungkad daftar sekarang rtplive rtplive stopjudionline,positif
2025-10-25T20:24:34.000Z,bonus new member main starlight princess scatter turun terus daftar sekarang pinjol,positif
2025-10-26T00:07:41.000Z,info pola bang,netral
2025-10-26T00:42:38.000Z,wd berapapun pasti dibayar main starlight princess depo k main sepuasnya daftar sekarang rungkad,positif
2025-10-26T01:40:33.000Z,maxwin menanti main starlight princess scatter turun terus daftar sekarang maxwin zeus zeus,positif
2025-10-26T02:10:13.000Z,adik kelas ketagihan judol bangsat emang,negatif
2025-10-26T03:11:18.000Z,info rtp live terupdate main starlight princess pola gacor malam ini x manual x auto klik link di bio slotgacorhariini rtplive rtplive,positif
2025-10-26T04:31:31.000Z,info terkini ojk ingatkan bahaya pinjol dan judi online kunjungi,netral
2025-10-26T08:59:46.000Z,gw ludes duitnya buat scatter asli sedih liatnya,negatif
2025-10-26T09:39:44.000Z,info rtp live terupdate main mahjong ways depo k main sepuasnya daftar sekarang mahjong maxwin mahjong pinjol,positif
2025-10-26T09:54:55.000Z,bapaknya gila main slot bikin emosi,negatif
2025-10-26T11:56:53.000Z,temen gw terlilit pinjol gara slot kapan sadarnya sih,negatif
2025-10-26T12:28:00.000Z,main gates of olympus depo k main sepuasnya klik link di bio maxwin maxwin rungkad,positif
2025-10-26T13:04:16.000Z,wd berapapun pasti dibayar main sweet bonanza pola gacor malam ini x manual x auto daftar sekarang mahjong rungkad,positif
2025-10-26T14:31:05.000Z,main gates of olympus rtp anti rungkad daftar sekarang zeus zeus maxwin,positif
2025-10-26T16:28:09.000Z,main gates of olympus pola gacor malam ini x manual x auto link alternatif slotgacorhariini,positif
2025-10-26T16:48:38.000Z,info rtp live terupdate main koi gate depo k main sepuasnya link alternatif mahjong,positif
2025-10-26T18:47:42.000Z,malah promosi,netral
2025-10-26T21:07:49.000Z,maxwin menanti main mahjong ways scatter turun terus gas rtplive slotgacorhariini,positif
2025-10-26T22:05:53.000Z,berita polisi berhasil menggerebek markas judi online baca artikelnya,netral
2025-10-26T23:43:52.000Z,info rtp live terupdate main sweet bonanza pola gacor malam ini x manual x auto daftar sekarang judionline,positif
2025-10-27T01:31:56.000Z,bapaknya gila main zeus skrg diusir dari kosan,negatif
2025-10-27T01:41:02.000Z,bapaknya sampe jual motor buat scatter udah ga ketolong,negatif
2025-10-27T05:56:43.000Z,breaking polisi berhasil menggerebek markas judi online kunjungi,netral
2025-10-27T06:34:04.000Z,gacor parah bosku main starlight princess rtp anti rungkad daftar sekarang slotgacorhariini zeus slotgacor stopjudionline,positif
2025-10-27T07:08:33.000Z,info rtp live terupdate main koi gate rtp anti rungkad link alternatif pinjol mahjong,positif
2025-10-27T09:17:07.000Z,berita polisi berhasil menggerebek markas sindikat judol internasional selengkapnya,netral
2025-10-27T09:59:39.000Z,maxwin menanti main gates of olympus scatter turun terus klik link di bio stopjudionline slotgacorhariini maxwin zeus,positif
2025-10-27T10:54:20.000Z,main sweet bonanza pola gacor malam ini x manual x auto gas zeus slotgacorhariini judionline rtplive,positif
2025-10-27T11:51:39.000Z,gacor parah bosku main koi gate rtp anti rungkad klik link di bio maxwin,positif
2025-10-27T12:21:02.000Z,gw sampe jual motor buat scatter udah ga ketolong,negatif
2025-10-27T15:01:57.000Z,gacor parah bosku main gates of olympus rtp anti rungkad daftar sekarang maxwin judionline,positif
2025-10-27T19:20:05.000Z,laki gw hancur gara judol skrg diusir dari kosan,negatif
2025-10-27T21:22:38.000Z,main koi gate scatter turun terus gas judionline rtplive rtplive,positif
2025-10-27T21:33:01.000Z,bonus new member main sweet bonanza pola gacor malam ini x manual x auto link alternatif slotgacorhariini stopjudionline zeus,positif
2025-10-28T02:59:37.000Z,gacor parah bosku main mahjong ways pola gacor malam ini x manual x auto gas rungkad rungkad zeus zeus,positif
2025-10-28T06:09:48.000Z,gacor parah bosku main sweet bonanza depo k main sepuasnya gas slotgacorhariini mahjong slotgacorhariini pinjol,positif
2025-10-28T07:13:34.000Z,info rtp live terupdate main sweet bonanza scatter turun terus daftar sekarang mahjong rungkad mahjong maxwin,positif
2025-10-28T08:22:34.000Z,bonus new member main gates of olympus depo k main sepuasnya gas mahjong slotgacor,positif
2025-10-28T08:39:24.000Z,gua ludes duitnya buat judi onlen bangsat emang,negatif
2025-10-28T08:46:23.000Z,bonus new member main sweet bonanza scatter turun terus link alternatif zeus maxwin rtplive pinjol,positif
2025-10-28T12:59:36.000Z,polisi berhasil menggerebek markas situs slot selengkapnya,netral
2025-10-28T14:45:31.000Z,laki gw hancur gara judi onlen keluarga berantakan,negatif
2025-10-28T15:13:13.000Z,polisi berhasil menggerebek markas judi online selengkapnya,netral
2025-10-29T05:28:50.000Z,gua ketagihan zeus keluarga berantakan,negatif
2025-10-29T09:05:51.000Z,main starlight princess depo k main sepuasnya klik link di bio mahjong zeus slotgacor,positif
2025-10-29T14:02:04.000Z,bonus new member main sweet bonanza rtp anti rungkad gas mahjong slotgacor,positif
2025-10-29T19:21:25.000Z,gacor parah bosku main starlight princess pola gacor malam ini x manual x auto link alternatif slotgacor,positif
2025-10-29T19:45:49.000Z,adik kelas hancur gara scatter keluarga berantakan,negatif
2025-10-29T21:18:06.000Z,info rtp live terupdate main mahjong ways scatter turun terus gas rtplive zeus zeus,positif
2025-10-29T23:21:55.000Z,bonus new member main gates of olympus rtp anti rungkad gas zeus,positif
2025-10-29T23:40:49.000Z,kominfo memblokir ratusan situs situs slot kunjungi,netral
2025-10-29T23:43:04.000Z,bonus new member main koi gate pola gacor malam ini x manual x auto link alternatif judionline slotgacorhariini,positif
2025-10-30T00:16:46.000Z,gacor parah bosku main gates of olympus rtp anti rungkad link alternatif slotgacorhariini,positif
2025-10-30T00:46:09.000Z,main starlight princess scatter turun terus link alternatif maxwin,positif
2025-10-30T04:48:07.000Z,info terkini ojk ingatkan bahaya pinjol dan situs slot baca artikelnya,netral
2025-10-30T06:19:22.000Z,wd berapapun pasti dibayar main koi gate pola gacor malam ini x manual x auto link alternatif judionline rungkad,positif
2025-10-30T07:21:41.000Z,laki gw ludes duitnya buat judi onlen keluarga berantakan,negatif
2025-10-30T07:51:27.000Z,main gates of olympus pola gacor malam ini x manual x auto daftar sekarang pinjol stopjudionline judionline,positif
2025-10-30T10:53:57.000Z,adik kelas gila main judi onlen asli sedih liatnya,negatif
2025-10-30T12:09:09.000Z,wd berapapun pasti dibayar main starlight princess pola gacor malam ini x manual x auto link alternatif pinjol rungkad mahjong maxwin,positif
2025-10-30T15:54:24.000Z,info rtp live terupdate main starlight princess depo k main sepuasnya gas mahjong zeus,positif
2025-10-30T16:26:26.000Z,wd berapapun pasti dibayar main gates of olympus scatter turun terus daftar sekarang maxwin maxwin,positif
2025-10-30T17:09:43.000Z,info rtp live terupdate main gates of olympus rtp anti rungkad gas maxwin,positif
2025-10-30T18:06:37.000Z,maxwin menanti main mahjong ways depo k main sepuasnya daftar sekarang mahjong,positif
2025-10-30T18:11:06.000Z,info rtp live terupdate main mahjong ways depo k main sepuasnya daftar sekarang pinjol mahjong stopjudionline judionline,positif
2025-10-30T18:30:28.000Z,adik kelas terlilit pinjol gara zeus bikin emosi,negatif
2025-10-30T18:47:42.000Z,main gates of olympus pola gacor malam ini x manual x auto link alternatif stopjudionline mahjong slotgacorhariini slotgacorhariini,positif
2025-10-30T20:16:21.000Z,info rtp live terupdate main mahjong ways depo k main sepuasnya daftar sekarang rtplive,positif
2025-10-30T20:43:34.000Z,gacor parah bosku main sweet bonanza rtp anti rungkad klik link di bio rtplive rungkad,positif
2025-10-31T01:15:29.000Z,gacor parah bosku main gates of olympus depo k main sepuasnya link alternatif slotgacor zeus slotgacorhariini rtplive,positif
2025-10-31T03:48:11.000Z,berita ojk ingatkan bahaya pinjol dan sindikat judol internasional baca artikelnya,netral
2025-10-31T08:03:43.000Z,bagi link,netral
2025-10-31T09:25:48.000Z,bonus new member main sweet bonanza rtp anti rungkad klik link di bio pinjol stopjudionline slotgacorhariini,positif
2025-10-31T10:04:12.000Z,main koi gate scatter turun terus klik link di bio zeus stopjudionline,positif
2025-10-31T13:01:24.000Z,wd berapapun pasti dibayar main starlight princess scatter turun terus daftar sekarang judionline slotgacorhariini rtplive,positif
2025-10-31T21:28:34.000Z,wd berapapun pasti dibayar main koi gate rtp anti rungkad klik link di bio zeus,positif
2025-11-01T01:28:26.000Z,wd berapapun pasti dibayar main starlight princess rtp anti rungkad klik link di bio maxwin,positif
2025-11-01T03:27:30.000Z,gacor parah bosku main koi gate pola gacor malam ini x manual x auto daftar sekarang maxwin rungkad maxwin judionline,positif
2025-11-01T05:54:08.000Z,laki gw hancur gara judi onlen keluarga berantakan,negatif
2025-11-01T06:23:49.000Z,gacor parah bosku main koi gate depo k main sepuasnya daftar sekarang mahjong pinjol,positif
2025-11-01T07:18:37.000Z,rungkad lur,netral
2025-11-01T09:29:45.000Z,info pola bang,netral
2025-11-01T10:45:26.000Z,wd berapapun pasti dibayar main starlight princess depo k main sepuasnya gas pinjol,positif
2025-11-01T11:30:45.000Z,bagi link,netral
2025-11-01T12:57:36.000Z,wd berapapun pasti dibayar main starlight princess rtp anti rungkad gas judionline pinjol,positif
2025-11-01T13:48:10.000Z,wd berapapun pasti dibayar main gates of olympus scatter turun terus daftar sekarang mahjong slotgacorhariini pinjol pinjol,positif
2025-11-01T16:12:50.000Z,wd berapapun pasti dibayar main koi gate scatter turun terus link alternatif zeus zeus slotgacor rtplive,positif
2025-11-01T16:29:35.000Z,gacor parah bosku main gates of olympus pola gacor malam ini x manual x auto link alternatif stopjudionline rtplive,positif
2025-11-01T17:18:23.000Z,bonus new member main sweet bonanza pola gacor malam ini x manual x auto daftar sekarang maxwin mahjong pinjol,positif
2025-11-01T17:50:12.000Z,info terkini kominfo memblokir ratusan situs sindikat judol internasional baca artikelnya,netral
2025-11-01T18:09:55.000Z,info rtp live terupdate main starlight princess rtp anti rungkad klik link di bio slotgacorhariini slotgacor,positif
2025-11-01T23:02:55.000Z,gacor parah bosku main gates of olympus depo k main sepuasnya link alternatif zeus,positif
2025-11-02T00:11:55.000Z,tetangga ketagihan judol bikin emosi,negatif
2025-11-02T05:53:55.000Z,bonus new member main mahjong ways pola gacor malam ini x manual x auto daftar sekarang zeus judionline,positif
2025-11-02T09:10:59.000Z,bapaknya ludes duitnya buat slot asli sedih liatnya,negatif
2025-11-02T10:05:38.000Z,maxwin menanti main koi gate scatter turun terus gas pinjol slotgacor,positif
2025-11-02T11:48:43.000Z,tolol emang yang main judol,netral
2025-11-02T12:31:38.000Z,breaking ojk ingatkan bahaya pinjol dan situs slot baca artikelnya,netral
2025-11-02T12:35:14.000Z,laki gw ketagihan judol tolong lah polisi tangkep,negatif
2025-11-02T18:34:35.000Z,tetangga ludes duitnya buat slot bikin emosi,negatif
2025-11-02T22:28:06.000Z,info rtp live terupdate main gates of olympus scatter turun terus link alternatif pinjol mahjong maxwin,positif
2025-11-03T00:27:25.000Z,maxwin menanti main sweet bonanza pola gacor malam ini x manual x auto gas mahjong,positif
2025-11-03T03:52:58.000Z,maxwin menanti main gates of olympus pola gacor malam ini x manual x auto link alternatif zeus mahjong zeus,positif
2025-11-03T04:41:28.000Z,laki gw gila main zeus udah ga ketolong,negatif
2025-11-03T09:17:05.000Z,anjay,netral
2025-11-03T10:07:24.000Z,bagi link,netral
2025-11-03T11:47:05.000Z,report aja akun bot,netral
2025-11-03T16:10:06.000Z,laki gw ketagihan judi onlen bangsat emang,negatif
2025-11-03T16:10:21.000Z,bapaknya gila main judol skrg diusir dari kosan,negatif
2025-11-03T16:47:40.000Z,maxwin menanti main gates of olympus scatter turun terus link alternatif rtplive pinjol rungkad,positif
2025-11-03T18:21:32.000Z,berita polisi berhasil menggerebek markas judi online selengkapnya,netral
2025-11-03T20:02:14.000Z,report aja akun bot,netral
2025-11-03T21:07:04.000Z,bonus new member main starlight princess depo k main sepuasnya link alternatif slotgacor maxwin,positif
2025-11-03T21:37:45.000Z,maxwin menanti main sweet bonanza rtp anti rungkad gas rungkad mahjong,positif
2025-11-03T22:01:01.000Z,gacor parah bosku main koi gate pola gacor malam ini x manual x auto klik link di bio slotgacorhariini zeus,positif
2025-11-03T22:52:38.000Z,wd berapapun pasti dibayar main sweet bonanza pola gacor malam ini x manual x auto gas slotgacor stopjudionline slotgacor,positif
2025-11-04T02:56:18.000Z,maxwin menanti main mahjong ways scatter turun terus daftar sekarang rungkad rtplive,positif
2025-11-04T05:29:48.000Z,wd berapapun pasti dibayar main mahjong ways scatter turun terus daftar sekarang slotgacor rungkad slotgacorhariini,positif
2025-11-04T07:01:58.000Z,main mahjong ways depo k main sepuasnya klik link di bio stopjudionline maxwin pinjol pinjol,positif
2025-11-04T07:19:42.000Z,maxwin menanti main koi gate rtp anti rungkad gas slotgacor rungkad,positif
2025-11-04T14:15:44.000Z,anjay,netral
2025-11-04T16:24:04.000Z,temen gw hancur gara scatter bikin emosi,negatif
2025-11-04T17:37:09.000Z,gw sampe jual motor buat slot tolong lah polisi tangkep,negatif
2025-11-04T19:14:25.000Z,gua ketagihan zeus tolong lah polisi tangkep,negatif
2025-11-05T00:56:22.000Z,temen gw ludes duitnya buat judol asli sedih liatnya,negatif
2025-11-05T04:47:17.000Z,maxwin menanti main gates of olympus scatter turun terus link alternatif rtplive maxwin slotgacor,positif
2025-11-05T08:36:06.000Z,wkwkwk slot terus,netral
2025-11-05T10:41:15.000Z,info terkini kominfo memblokir ratusan situs situs slot baca artikelnya,netral
2025-11-05T16:40:28.000Z,berita kominfo memblokir ratusan situs sindikat judol internasional kunjungi,netral
2025-11-05T19:36:06.000Z,wd berapapun pasti dibayar main sweet bonanza depo k main sepuasnya link alternatif pinjol rungkad judionline,positif
2025-11-06T00:00:12.000Z,bonus new member main sweet bonanza scatter turun terus daftar sekarang stopjudionline maxwin slotgacor mahjong,positif
2025-11-06T06:40:06.000Z,breaking ojk ingatkan bahaya pinjol dan situs slot selengkapnya,netral
2025-11-06T06:53:28.000Z,adik kelas terlilit pinjol gara zeus udah ga ketolong,negatif
2025-11-06T07:05:55.000Z,temen gw ludes duitnya buat judi onlen bangsat emang,negatif
2025-11-06T07:45:20.000Z,info terkini ojk ingatkan bahaya pinjol dan judi online kunjungi,netral
2025-11-06T07:47:53.000Z,bapaknya hancur gara zeus udah ga ketolong,negatif
2025-11-06T09:53:43.000Z,gacor parah bosku main sweet bonanza depo k main sepuasnya link alternatif zeus zeus,positif
2025-11-06T10:23:03.000Z,gua gila main slot amp skrg ngilang,negatif
2025-11-06T21:39:59.000Z,info rtp live terupdate main sweet bonanza rtp anti rungkad klik link di bio rtplive,positif
2025-11-06T23:13:34.000Z,bonus new member main mahjong ways scatter turun terus daftar sekarang rungkad,positif
2025-11-07T00:31:44.000Z,gacor parah bosku main sweet bonanza pola gacor malam ini x manual x auto klik link di bio rungkad maxwin mahjong stopjudionline,positif
2025-11-07T00:38:41.000Z,maxwin menanti main koi gate depo k main sepuasnya gas rtplive,positif
2025-11-07T03:44:33.000Z,main sweet bonanza pola gacor malam ini x manual x auto klik link di bio maxwin maxwin,positif
2025-11-07T06:44:29.000Z,main koi gate scatter turun terus daftar sekarang rtplive slotgacorhariini rungkad judionline,positif
2025-11-07T06:57:28.000Z,berita ppatk temukan aliran dana triliunan terkait judi online kunjungi,netral
2025-11-07T07:09:34.000Z,bonus new member main mahjong ways pola gacor malam ini x manual x auto link alternatif slotgacor,positif
2025-11-07T08:54:56.000Z,info terkini ppatk temukan aliran dana triliunan terkait situs slot kunjungi,netral
2025-11-07T11:29:39.000Z,tolol emang yang main judol,netral
2025-11-07T12:27:16.000Z,bonus new member main sweet bonanza pola gacor malam ini x manual x auto gas rtplive pinjol,positif
2025-11-07T13:39:58.000Z,info rtp live terupdate main sweet bonanza scatter turun terus daftar sekarang stopjudionline rtplive mahjong zeus,positif
2025-11-07T15:39:47.000Z,main sweet bonanza depo k main sepuasnya klik link di bio zeus rtplive,positif
2025-11-07T16:28:30.000Z,depo brp bang,netral
2025-11-07T18:25:54.000Z,gacor parah bosku main koi gate rtp anti rungkad klik link di bio slotgacorhariini mahjong zeus,positif
2025-11-07T20:35:24.000Z,gacor parah bosku main mahjong ways scatter turun terus daftar sekarang maxwin zeus,positif
2025-11-07T22:19:25.000Z,maxwin menanti main sweet bonanza depo k main sepuasnya daftar sekarang slotgacorhariini mahjong,positif
2025-11-07T23:28:17.000Z,bonus new member main starlight princess pola gacor malam ini x manual x auto gas rtplive rtplive maxwin,positif
2025-11-08T00:06:01.000Z,info terkini ojk ingatkan bahaya pinjol dan sindikat judol internasional kunjungi,netral
2025-11-08T06:18:26.000Z,ya gmn namanya jg judi,netral
2025-11-08T09:56:45.000Z,maxwin menanti main gates of olympus scatter turun terus link alternatif slotgacor,positif
2025-11-08T14:25:36.000Z,adik kelas hancur gara j dol kapan sadarnya sih,negatif
2025-11-08T16:15:39.000Z,bonus new member main koi gate scatter turun terus daftar sekarang rtplive mahjong,positif
2025-11-08T18:26:54.000Z,main koi gate rtp anti rungkad klik link di bio rungkad,positif
2025-11-08T19:45:03.000Z,info rtp live terupdate main mahjong ways rtp anti rungkad daftar sekarang stopjudionline mahjong zeus slotgacorhariini,positif
2025-11-08T20:25:01.000Z,ojk ingatkan bahaya pinjol dan sindikat judol internasional kunjungi,netral
2025-11-08T22:25:29.000Z,bonus new member main koi gate pola gacor malam ini x manual x auto klik link di bio mahjong,positif
2025-11-09T02:47:35.000Z,anjay,netral
2025-11-09T02:55:12.000Z,breaking polisi berhasil menggerebek markas judi online kunjungi,netral
2025-11-09T04:28:09.000Z,maxwin menanti main mahjong ways rtp anti rungkad gas rtplive stopjudionline,positif
2025-11-09T05:44:28.000Z,tetangga sampe jual motor buat scatter kapan sadarnya sih,negatif
2025-11-09T05:45:56.000Z,bonus new member main starlight princess pola gacor malam ini x manual x auto gas slotgacor pinjol,positif
2025-11-09T06:21:26.000Z,info terkini polisi berhasil menggerebek markas situs slot selengkapnya,netral
2025-11-09T12:19:09.000Z,main gates of olympus scatter turun terus link alternatif stopjudionline,positif
2025-11-09T15:43:21.000Z,info rtp live terupdate main starlight princess scatter turun terus link alternatif rtplive slotgacorhariini pinjol mahjong,positif
2025-11-09T23:01:24.000Z,bonus new member main koi gate depo k main sepuasnya klik link di bio zeus mahjong zeus mahjong,positif
2025-11-10T01:20:36.000Z,laki gw gila main judi onlen skrg diusir dari kosan,negatif
2025-11-10T01:56:23.000Z,bonus new member main sweet bonanza depo k main sepuasnya link alternatif slotgacor,positif
2025-11-10T03:06:14.000Z,info rtp live terupdate main gates of olympus rtp anti rungkad gas pinjol pinjol,positif
2025-11-10T03:19:34.000Z,gacor parah bosku main mahjong ways pola gacor malam ini x manual x auto gas zeus slotgacor pinjol rtplive,positif
2025-11-10T05:32:34.000Z,gacor parah bosku main starlight princess scatter turun terus klik link di bio rungkad slotgacor stopjudionline,positif
2025-11-10T06:19:25.000Z,bagi link,netral
2025-11-10T06:25:22.000Z,main sweet bonanza scatter turun terus link alternatif stopjudionline,positif
2025-11-10T08:09:17.000Z,gacor parah bosku main mahjong ways depo k main sepuasnya gas maxwin slotgacor,positif
2025-11-10T08:43:49.000Z,wd berapapun pasti dibayar main gates of olympus rtp anti rungkad klik link di bio stopjudionline judionline slotgacorhariini maxwin,positif
2025-11-10T08:46:39.000Z,depo brp bang,netral
2025-11-10T09:12:15.000Z,wkwkwk slot terus,netral
2025-11-10T10:25:29.000Z,maxwin menanti main koi gate rtp anti rungkad link alternatif slotgacor,positif
2025-11-10T13:38:22.000Z,bonus new member main starlight princess rtp anti rungkad gas stopjudionline rungkad rtplive rungkad,positif
2025-11-10T13:47:36.000Z,maxwin menanti main starlight princess depo k main sepuasnya link alternatif stopjudionline rtplive stopjudionline stopjudionline,positif
2025-11-10T14:18:02.000Z,breaking polisi berhasil menggerebek markas situs slot baca artikelnya,netral
2025-11-10T17:04:29.000Z,wd berapapun pasti dibayar main mahjong ways scatter turun terus link alternatif slotgacor judionline judionline,positif
2025-11-10T17:07:28.000Z,bonus new member main sweet bonanza depo k main sepuasnya daftar sekarang pinjol rtplive,positif
